layer,expert,routed_tokens,rows,f_at_k6,range_nar_over_hadamard,predicted_sqrt_1_minus_f
1,93,1860,256,0.33997250192243056,0.8645892872400377,0.8124207641841569
1,94,29473,256,0.4119028746614824,0.7270304535362168,0.7668749085336654
1,95,6860,256,0.1319260652400351,0.9482410664345224,0.9317048538888079
1,96,11437,256,0.1982061631478016,0.9076770599525313,0.895429414779411
1,97,7433,256,0.20720482869206497,0.8905079082049683,0.890390460027473
1,98,11454,256,0.07426227106511882,0.9101622287902719,0.962152653654752
1,99,24134,256,0.11676856916637464,0.8623029605216509,0.9398039321228792
1,100,26726,256,0.7670126602656542,0.47493620580779883,0.4826876212773079
1,101,4731,256,0.12733856993864015,0.9199943385670944,0.934163492147579
1,102,5892,256,0.6260467296244898,0.46684271810874656,0.6115171873099808
1,103,13081,256,0.08599472333985693,0.9267832736487153,0.9560362318762522
1,104,2291,256,0.15591336856553606,0.9025318966516388,0.9187418742141146
1,105,9427,256,0.10671007570531216,0.8735336976059129,0.9451401611902268
1,106,17485,256,0.40293149937795497,0.7168652257727451,0.7727020775318552
1,107,28761,256,0.13071125432790273,0.8705870534730358,0.932356555011063
1,108,9560,256,0.8379114868428391,0.45004377380036026,0.4026021772881524
1,109,4301,256,0.15997722194883338,0.7694812051637878,0.9165275653526012
1,111,60750,256,0.21034039431830023,0.8707671995133955,0.8886279343356812
1,112,230,230,0.4697880882595431,0.6493175160994233,0.7281565159637431
1,113,16427,256,0.06766404467102974,0.9002978945561099,0.9655754529444969
1,114,26869,256,0.12577421686547435,0.8885391642966126,0.9350004187884227
1,115,24787,256,0.06787534063919648,0.911820222559421,0.9654660322149109
1,116,29754,256,0.1127022197806488,0.9079830135582382,0.9419648508407048
1,117,2881,256,0.2179322099549405,0.5879117976912563,0.8843459673934514
1,119,6277,256,0.983009386762707,0.4333197260460824,0.13034804654191412
1,120,291,256,0.4389025623699679,0.7352685894021479,0.7490643748237078
1,121,2997,256,0.8387819443676436,0.4239400037862391,0.4015196827458853
1,122,125339,256,0.08301694655139746,0.8920710606844517,0.9575923211098774
1,123,14639,256,0.0934620170838125,0.8718641360847126,0.9521228822563753
1,124,20393,256,0.12456581313203895,0.8549630118595983,0.9356464005530941
1,125,3115,256,0.7926860430939404,0.47270780253972894,0.45531742433829564
1,126,11685,256,0.10975738485940377,0.7592286357062157,0.9435266902110381
1,127,40980,256,0.4138470486923029,0.6999956169887342,0.7656062638900606
2,0,11787,256,0.13582176027599258,0.9020791371928703,0.9296118758514262
2,1,161,161,0.6324253825790804,0.5328225523187103,0.6062793229369773
2,2,13888,256,0.2263892123057184,0.7502253062264183,0.8795514696106655
2,3,75,75,0.627936775617392,0.8293631779289217,0.6099698553064798
2,4,69059,256,0.0831189699985217,0.9041398189160992,0.9575390488128817
2,5,272,256,0.58707421445873,0.7561784710867789,0.6425930170343201
2,6,14543,256,0.12394866523590305,0.8376087403530404,0.9359761400613249
2,7,22876,256,0.12910121103574773,0.8638628096687798,0.9332195823943324
2,8,24185,256,0.1037880691311005,0.9012108000764333,0.946684705099274
2,9,23497,256,0.10551529766178656,0.9193697759962509,0.9457720139326461
2,10,9204,256,0.15024571609142343,0.922847552470032,0.9218211778368821
2,11,2085,256,0.18685445750996324,0.9076966201897204,0.9017458303147494
2,12,17923,256,0.08309071826681186,0.8865972323871855,0.9575538009601278
2,13,404,256,0.5978752947685269,0.8918030582420593,0.6341330343322867
2,14,24170,256,0.1868842758984143,0.8337794785858427,0.9017292964640695
2,15,14184,256,0.10427219845799571,0.8206975745295959,0.9464289733212969
2,16,20394,256,0.372471372825962,0.7293118924992182,0.792167044993692
2,17,12722,256,0.42915429124092164,0.5618185746951162,0.7555433202398645
2,18,723,256,0.5641101159466949,0.9106553836679655,0.6602195726069511
2,20,1163,256,0.5087656822190457,0.9333341490122193,0.7008811010299495
2,21,1881,256,0.5599446278937825,0.7381954169451626,0.6633666950535108
2,22,9122,256,0.1053681062743709,0.9007498163437515,0.9458498262016171
2,23,1183,256,0.5125783091974808,0.8389275471663811,0.6981559215551488
2,24,10808,256,0.13263897733754385,0.8384506557183674,0.9313221905777056
2,25,1047,256,0.6036717621232257,0.9011959963443081,0.6295460569940649
2,27,16985,256,0.15250818733684787,0.8895849764533391,0.9205931852143769
2,29,16805,256,0.30760624353828225,0.7817574475000398,0.8321020108506635
2,30,11013,256,0.7730311171467078,0.48656178232957187,0.476412513325681
2,31,1322,256,0.6033796974120617,0.8082322322055537,0.6297779788051805
2,33,359,256,0.5784377617645712,0.8958249495353396,0.649278244079862
2,36,1893,256,0.5327474435245564,0.8257799544011794,0.6835587439828735
2,37,3131,256,0.3180842144571781,0.7654344564412412,0.8257819237200715
2,38,31160,256,0.38904386163667765,0.711537817126424,0.781636832783181
2,40,45516,256,0.4082936894309365,0.731349739804361,0.7692244864596183
2,41,23373,256,0.13836097526001798,0.8431509916400681,0.9282451318159347
2,42,1456,256,0.5428662918965776,0.8570863764929804,0.6761166379430567
2,43,95,95,0.621180913562837,0.9129895100083272,0.6154828075886142
2,44,4691,256,0.26089859253545816,0.7931472389261385,0.8597100717477619
2,45,24543,256,0.2332058356787167,0.7945311195110193,0.8756678390356033
2,46,30209,256,0.5336531325921143,0.8366278757996043,0.6828959418592891
2,47,1333,256,0.5714040424720701,0.7897420656106425,0.654672404739905
2,48,9782,256,0.23968433233810152,0.8660635387033675,0.87196081773317
2,49,38657,256,0.1721217294807209,0.8387703902956722,0.9098781624587322
2,50,30492,256,0.15129330711965389,0.910245030324415,0.9212527844627371
2,51,42923,256,0.13733295377604193,0.9012844605223833,0.9287987113599793
2,52,45377,256,0.10365625435666842,0.8791413457256525,0.9467543216924503
2,53,25826,256,0.270629296190742,0.7937793157763195,0.8540320273908105
2,54,22454,256,0.10092257143890702,0.8267452060619315,0.9481969355366494
2,55,31465,256,0.10483707936834942,0.8886534523925,0.9461304987324162
2,56,3248,256,0.2611626068766044,0.9204788738095815,0.8595565095579205
2,57,13091,256,0.20914498686977687,0.7736186253958123,0.8893002941246692
2,58,28420,256,0.49681972378351685,0.6920604661044928,0.7093520114981582
2,59,12734,256,0.09244446140992649,0.8590588634815163,0.9526570939168372
2,60,43724,256,0.09808130745737773,0.9201882523737692,0.9496939994243526
2,61,1561,256,0.5266808806039687,0.9024851386235393,0.6879819179281031
2,62,27861,256,0.05961009616749199,0.8707720152968211,0.9697370281847074
2,63,15030,256,0.15300439773008553,0.8649210728747663,0.9203236399603753
2,64,70147,256,0.06212827222742291,0.8890514778694357,0.968437776923524
2,65,42419,256,0.12733355382550005,0.8611623581083164,0.9341661769591639
2,67,17727,256,0.12230465289620873,0.8411469243717055,0.936853962527667
2,68,38502,256,0.12149233752067981,0.872828669255954,0.9372873958820316
2,69,19584,256,0.08055816835392612,0.8606040177155214,0.9588752951484744
2,70,15987,256,0.08128558858311605,0.8000740626328846,0.958495911006867
2,71,829,256,0.9723302266274696,0.12111356488682372,0.16634233788344566
2,72,12211,256,0.2503755790683798,0.8216079834266884,0.8658085359544685
2,73,27276,256,0.08164902820725913,0.8778216396829202,0.9583063037425669
2,74,19454,256,0.10800200949081896,0.8941338670216414,0.9444564524154521
2,75,5700,256,0.7000382670754486,0.5515660766525745,0.5476876234903902
2,76,38237,256,0.14999872035261635,0.8622489788509828,0.9219551397152596
2,77,14850,256,0.5536703523415442,0.6136251869765964,0.668079072908631
2,78,1192,256,0.9132688152168575,0.24172740972879586,0.29450158706387725
2,80,2411,256,0.8628792501843331,0.4225257293037725,0.3702981904029061
2,81,9169,256,0.2330967865760596,0.8764328877682427,0.875730103070541
2,82,12545,256,0.484410698334642,0.7357089133732779,0.7180454732573405
2,83,269,256,0.8405453671566555,0.09959777897797757,0.39931770915318104
2,84,32951,256,0.3199099392899829,0.8072339812943492,0.824675730642061
2,85,24743,256,0.07943325125039606,0.8629933339408304,0.9594616973853641
2,86,1857,256,0.4768220565945279,0.7795606404620781,0.7233104059845068
2,87,15925,256,0.2869349159408531,0.827131231066937,0.8444318113732731
2,88,34295,256,0.40214841606970925,0.7300765827882579,0.7732086289807497
2,89,2886,256,0.13461215323470707,0.9011733915866942,0.9302622462323691
2,90,29795,256,0.2505710823273412,0.8187520779010246,0.8656956264603968
2,91,100,100,0.6262663288099946,0.7836991310869158,0.6113376081920737
